frame,total_persons,safe,violations
446,15,2,13
447,14,5,9
448,14,3,11
449,15,3,12
450,14,3,11
451,15,3,12
452,15,3,12
453,15,3,12
454,14,4,10
455,14,4,10
456,15,4,11
457,13,4,9
458,13,4,9
459,13,4,9
460,12,5,7
461,12,5,7
462,13,4,9
463,13,4,9
464,14,3,11
465,14,3,11
466,13,4,9
467,14,3,11
468,13,3,10
469,13,4,9
470,14,3,11
471,12,4,8
472,12,2,10
473,12,2,10
474,12,2,10
475,12,2,10
476,12,3,9
477,13,3,10
478,13,3,10
479,14,2,12
480,12,3,9
481,12,3,9
482,13,2,11
483,15,3,12
484,15,3,12
485,14,2,12
486,15,1,14
487,14,2,12
488,14,2,12
489,12,4,8
490,12,4,8
491,13,3,10
492,13,3,10
493,13,3,10
494,15,1,14
495,15,2,13
496,14,2,12
497,15,1,14
498,15,1,14
499,15,1,14
500,15,1,14
501,16,1,15
502,16,2,14
503,16,1,15
504,16,1,15
505,15,2,13
506,16,2,14
507,15,2,13
508,15,2,13
509,13,3,10
510,13,3,10
511,13,3,10
512,13,3,10
513,14,5,9
514,14,5,9
515,14,5,9
516,13,6,7
517,12,6,6
518,15,3,12
519,14,4,10
520,14,6,8
521,15,2,13
522,13,5,8
523,13,5,8
524,14,4,10
525,14,4,10
526,14,5,9
527,13,3,10
528,13,4,9
529,14,2,12
530,13,4,9
531,11,5,6
532,13,1,12
533,12,1,11
534,12,6,6
535,11,6,5
536,11,6,5
537,12,4,8
538,11,3,8
539,12,2,10
540,13,3,10
541,12,0,12
542,13,2,11
543,14,1,13
544,13,3,10
545,13,3,10
546,12,4,8
547,14,5,9
548,14,4,10
549,15,5,10
550,16,4,12
551,13,6,7
552,13,1,12
553,14,4,10
554,16,3,13
555,15,4,11
556,14,3,11
557,15,3,12
558,16,5,11
559,13,4,9
560,15,5,10
561,17,1,16
562,17,2,15
563,17,2,15
564,15,2,13
565,15,3,12
566,15,5,10
567,14,4,10
568,13,3,10
569,15,2,13
570,14,4,10
571,14,5,9
572,16,5,11
573,16,3,13
574,14,3,11
575,15,5,10
576,15,6,9
577,14,3,11
578,17,2,15
579,14,3,11
580,15,4,11
581,15,4,11
582,16,4,12
583,12,4,8
584,14,4,10
585,14,3,11
586,13,4,9
587,15,3,12
588,14,4,10
589,16,3,13
590,16,4,12
591,15,4,11
592,14,4,10
593,14,4,10
594,15,2,13
595,15,2,13
596,16,2,14
597,16,2,14
598,16,2,14
599,15,3,12
600,13,4,9
601,13,4,9
602,12,3,9
603,14,3,11
604,12,2,10
605,12,4,8
606,11,3,8
607,10,4,6
608,11,5,6
609,13,5,8
610,13,3,10
611,12,3,9
612,12,3,9
613,11,3,8
614,13,4,9
615,14,3,11
616,14,3,11
617,12,6,6
618,13,5,8
619,13,5,8
620,13,7,6
621,16,5,11
622,14,5,9
623,16,2,14
624,15,2,13
625,16,1,15
626,16,2,14
627,15,0,15
628,14,0,14
629,14,0,14
630,11,0,11
631,11,1,10
632,11,1,10
633,14,1,13
634,13,1,12
635,13,1,12
636,13,1,12
637,15,1,14
638,14,2,12
639,11,2,9
640,12,2,10
641,14,2,12
642,13,2,11
643,12,2,10
644,11,2,9
645,11,2,9
646,11,2,9
647,11,2,9
648,12,2,10
649,14,2,12
650,14,1,13
651,13,2,11
652,13,2,11
653,13,2,11
654,13,2,11
655,14,3,11
656,14,3,11
657,14,2,12
658,14,4,10
659,16,2,14
660,16,1,15
661,15,2,13
662,14,2,12
663,15,2,13
664,13,3,10
665,13,3,10
666,13,3,10
667,12,3,9
668,15,2,13
669,15,1,14
670,15,3,12
671,14,3,11
672,13,2,11
673,14,1,13
674,12,2,10
675,13,4,9
676,14,4,10
677,14,3,11
678,14,4,10
679,16,1,15
680,16,2,14
681,17,2,15
682,16,2,14
683,17,1,16
684,16,2,14
685,16,2,14
686,15,2,13
687,16,3,13
688,15,3,12
689,16,3,13
690,14,2,12
691,14,2,12
692,14,2,12
693,13,2,11
694,13,2,11
695,13,4,9
696,13,4,9
697,14,4,10
698,14,4,10
699,14,4,10
700,14,4,10
701,13,2,11
702,14,2,12
703,16,3,13
704,13,3,10
705,16,3,13
706,16,3,13
707,16,3,13
708,17,5,12
709,16,5,11
710,15,6,9
711,16,5,11
712,15,6,9
713,16,5,11
714,14,3,11
715,14,2,12
716,15,2,13
717,15,1,14
718,15,2,13
719,14,3,11
720,15,3,12
721,15,2,13
722,16,1,15
723,15,3,12
724,14,3,11
725,15,4,11
726,14,4,10
727,16,4,12
728,15,5,10
729,14,5,9
730,15,4,11
731,14,5,9
732,14,5,9
733,14,4,10
734,13,7,6
735,15,7,8
736,15,4,11
737,14,5,9
738,14,5,9
739,13,5,8
740,12,6,6
741,12,6,6
742,14,4,10
743,13,5,8
744,14,3,11
745,14,4,10
746,14,5,9
747,13,6,7
748,11,4,7
749,11,5,6
750,12,3,9
751,13,4,9
752,13,4,9
753,12,5,7
754,12,5,7
755,13,5,8
756,12,5,7
757,12,5,7
758,12,5,7
759,13,4,9
760,13,4,9
761,14,4,10
762,13,3,10
763,15,3,12
764,13,3,10
765,12,3,9
766,12,3,9
767,15,3,12
768,13,3,10
769,14,3,11
770,12,4,8
771,13,5,8
772,12,4,8
773,11,4,7
774,12,4,8
775,11,4,7
776,10,4,6
777,11,4,7
778,12,3,9
779,11,4,7
780,12,4,8
781,11,4,7
782,11,4,7
783,11,4,7
784,13,2,11
785,13,2,11
786,12,2,10
787,12,3,9
788,11,2,9
789,12,4,8
790,11,4,7
791,12,5,7
792,13,6,7
793,12,5,7
794,13,6,7
795,11,5,6
796,12,6,6
797,11,4,7
798,11,4,7
799,12,4,8
800,14,4,10
801,12,6,6
802,12,4,8
803,12,4,8
804,12,3,9
805,12,5,7
806,11,7,4
807,12,6,6
808,12,6,6
809,10,4,6
810,11,4,7
811,12,5,7
812,11,6,5
813,11,6,5
814,9,6,3
815,10,7,3
816,10,7,3
817,9,6,3
818,11,7,4
819,11,7,4
820,11,5,6
