frame,total_persons,safe,violations
178,5,5,0
179,5,5,0
180,4,4,0
181,4,4,0
182,4,4,0
183,3,3,0
184,3,3,0
185,4,4,0
186,3,3,0
187,3,3,0
188,3,3,0
189,3,3,0
190,3,3,0
191,3,3,0
192,3,3,0
193,3,3,0
194,3,3,0
195,3,3,0
196,3,1,2
197,3,3,0
198,3,1,2
199,3,3,0
200,3,3,0
201,3,3,0
202,3,3,0
203,3,3,0
204,3,1,2
205,3,3,0
206,3,3,0
207,3,3,0
208,3,3,0
209,4,4,0
210,4,4,0
211,4,2,2
212,4,2,2
213,4,2,2
214,4,2,2
215,4,2,2
216,4,2,2
217,3,1,2
218,4,2,2
219,4,2,2
220,4,2,2
221,5,1,4
222,4,2,2
223,4,2,2
224,4,2,2
225,4,4,0
226,4,2,2
227,4,2,2
228,4,2,2
229,4,2,2
230,4,2,2
231,4,2,2
232,4,2,2
233,4,2,2
234,4,2,2
235,4,2,2
236,4,2,2
237,3,3,0
238,3,3,0
239,3,3,0
240,3,3,0
241,3,3,0
242,3,3,0
243,3,3,0
244,3,3,0
245,3,3,0
246,3,3,0
247,3,3,0
248,3,3,0
249,3,3,0
250,3,1,2
251,3,1,2
252,3,3,0
253,2,2,0
254,2,2,0
255,2,2,0
256,2,2,0
257,3,3,0
258,3,3,0
259,3,3,0
260,3,3,0
261,3,1,2
262,3,1,2
263,3,1,2
264,3,1,2
265,2,2,0
266,3,1,2
267,3,1,2
268,3,1,2
269,3,1,2
270,3,1,2
271,2,2,0
272,3,1,2
273,2,2,0
274,2,2,0
275,2,2,0
276,1,1,0
277,2,2,0
278,2,2,0
279,2,2,0
280,2,2,0
281,1,1,0
282,1,1,0
283,1,1,0
284,1,1,0
285,0,0,0
286,0,0,0
287,1,1,0
288,1,1,0
289,1,1,0
290,2,0,2
291,1,1,0
292,0,0,0
293,0,0,0
294,2,0,2
295,2,0,2
296,2,0,2
297,2,0,2
298,2,0,2
299,2,2,0
300,2,2,0
301,2,2,0
302,2,2,0
303,2,2,0
304,2,2,0
305,2,2,0
306,1,1,0
307,2,2,0
308,2,2,0
309,1,1,0
310,1,1,0
311,0,0,0
312,0,0,0
313,1,1,0
314,1,1,0
315,1,1,0
316,2,2,0
317,1,1,0
318,1,1,0
319,1,1,0
320,1,1,0
321,1,1,0
322,1,1,0
323,1,1,0
324,1,1,0
325,1,1,0
326,1,1,0
327,1,1,0
328,1,1,0
329,1,1,0
330,1,1,0
331,1,1,0
332,1,1,0
333,1,1,0
334,1,1,0
335,1,1,0
336,1,1,0
337,1,1,0
338,1,1,0
339,0,0,0
340,0,0,0
341,1,1,0
342,0,0,0
343,0,0,0
344,0,0,0
345,0,0,0
346,0,0,0
347,1,1,0
348,0,0,0
349,1,1,0
350,2,2,0
351,2,2,0
352,2,2,0
353,2,2,0
354,2,2,0
355,2,2,0
356,2,2,0
357,2,2,0
358,1,1,0
359,1,1,0
360,0,0,0
361,1,1,0
362,1,1,0
363,2,2,0
364,2,2,0
365,2,2,0
366,2,2,0
367,2,2,0
368,2,2,0
369,2,2,0
370,2,2,0
371,2,2,0
372,2,2,0
373,1,1,0
374,1,1,0
375,1,1,0
376,2,2,0
377,1,1,0
378,1,1,0
379,1,1,0
380,0,0,0
381,2,2,0
382,1,1,0
383,3,3,0
384,1,1,0
385,2,2,0
386,2,2,0
387,1,1,0
388,2,2,0
389,2,2,0
390,2,2,0
391,3,3,0
392,3,3,0
393,2,2,0
394,1,1,0
