frame,total_persons,safe,violations
457,8,0,8
458,8,0,8
459,6,0,6
460,6,0,6
461,6,0,6
462,6,0,6
463,6,0,6
464,6,0,6
465,6,0,6
466,6,0,6
467,7,0,7
468,6,0,6
469,6,0,6
470,6,0,6
471,5,1,4
472,5,1,4
473,5,1,4
474,6,0,6
475,6,0,6
476,6,0,6
477,6,0,6
478,7,0,7
479,7,0,7
480,8,0,8
481,7,0,7
482,7,0,7
483,7,0,7
484,7,0,7
485,7,0,7
486,7,0,7
487,7,0,7
488,7,0,7
489,7,0,7
490,7,0,7
491,7,0,7
492,7,0,7
493,7,0,7
494,7,0,7
495,7,0,7
496,7,0,7
497,7,0,7
498,7,0,7
499,7,0,7
500,6,0,6
501,6,0,6
502,6,0,6
503,6,0,6
504,6,0,6
505,6,0,6
506,6,0,6
507,6,0,6
508,6,0,6
509,5,0,5
510,5,0,5
511,5,0,5
512,6,0,6
513,6,0,6
514,7,0,7
515,6,0,6
516,6,0,6
517,5,0,5
518,5,0,5
519,5,0,5
520,5,0,5
521,6,0,6
522,6,0,6
523,6,0,6
524,7,0,7
525,7,0,7
526,8,0,8
527,8,0,8
528,8,0,8
529,8,1,7
530,8,1,7
531,8,1,7
532,8,1,7
533,8,1,7
534,8,1,7
535,8,1,7
536,8,1,7
537,8,1,7
538,8,1,7
539,7,1,6
540,7,1,6
541,8,1,7
542,8,1,7
543,8,1,7
544,8,1,7
545,8,1,7
546,7,0,7
547,8,1,7
548,8,1,7
549,7,2,5
550,7,2,5
551,7,2,5
552,7,2,5
553,8,1,7
554,8,1,7
555,8,1,7
556,8,1,7
557,8,1,7
558,8,1,7
559,8,1,7
560,8,1,7
561,8,1,7
562,7,0,7
563,5,1,4
564,6,0,6
565,6,0,6
566,6,0,6
567,6,0,6
568,6,0,6
569,6,0,6
570,6,0,6
571,6,0,6
572,6,0,6
573,6,0,6
574,6,0,6
575,5,1,4
576,5,1,4
577,5,1,4
578,6,0,6
579,6,0,6
580,6,0,6
581,4,0,4
582,5,1,4
583,4,0,4
