frame,total_persons,safe,violations
338,11,0,11
339,11,0,11
340,10,1,9
341,11,0,11
342,11,0,11
343,11,0,11
344,10,1,9
345,10,1,9
346,11,0,11
347,11,0,11
348,10,0,10
349,10,1,9
350,11,0,11
351,11,0,11
352,11,0,11
353,12,0,12
354,12,0,12
355,12,0,12
356,12,0,12
357,12,0,12
358,12,0,12
359,12,0,12
360,11,0,11
361,11,0,11
362,11,0,11
363,11,0,11
364,11,0,11
365,9,1,8
366,9,1,8
367,9,1,8
368,8,2,6
369,8,0,8
370,9,0,9
371,9,0,9
372,9,0,9
373,10,0,10
374,9,0,9
375,9,0,9
376,9,0,9
377,9,0,9
378,9,0,9
379,9,0,9
380,9,0,9
381,9,0,9
382,8,1,7
383,8,2,6
384,8,2,6
385,7,2,5
386,7,1,6
387,9,2,7
388,8,3,5
389,7,2,5
390,8,3,5
391,7,2,5
392,8,3,5
393,7,2,5
394,7,2,5
395,7,2,5
396,7,2,5
397,7,2,5
398,8,1,7
399,9,1,8
400,9,1,8
401,8,1,7
402,6,2,4
403,6,2,4
404,7,1,6
405,7,1,6
406,7,1,6
407,7,1,6
408,8,1,7
409,7,3,4
410,7,1,6
411,7,1,6
412,7,1,6
413,5,1,4
414,5,1,4
415,6,2,4
416,6,2,4
417,6,2,4
418,6,2,4
419,6,2,4
420,6,2,4
421,6,2,4
422,6,2,4
423,6,2,4
424,6,2,4
425,6,2,4
426,8,1,7
427,8,1,7
428,8,1,7
429,8,1,7
430,7,2,5
431,9,1,8
432,9,1,8
433,9,1,8
434,9,1,8
435,9,1,8
436,9,1,8
437,8,1,7
438,8,1,7
439,8,1,7
440,8,1,7
441,8,1,7
442,8,1,7
443,8,1,7
444,8,1,7
445,9,1,8
446,9,1,8
447,9,1,8
448,9,1,8
449,8,1,7
450,8,1,7
451,8,1,7
452,9,1,8
453,8,1,7
454,8,1,7
455,8,1,7
456,8,1,7
457,7,2,5
458,7,2,5
459,6,2,4
460,6,2,4
461,5,1,4
462,5,1,4
463,6,2,4
464,6,2,4
465,7,1,6
466,7,1,6
467,7,1,6
468,7,1,6
469,6,2,4
470,6,2,4
471,6,2,4
472,6,2,4
473,7,1,6
474,7,1,6
475,6,1,5
476,6,1,5
477,7,1,6
478,6,2,4
479,6,2,4
480,7,1,6
481,6,1,5
482,6,1,5
483,6,1,5
484,6,1,5
485,6,1,5
486,5,2,3
487,6,1,5
488,7,1,6
489,7,1,6
490,8,1,7
491,8,1,7
492,8,1,7
493,8,1,7
494,8,1,7
495,7,1,6
496,7,1,6
497,6,1,5
498,6,1,5
499,6,1,5
500,6,1,5
501,6,1,5
502,6,1,5
503,6,1,5
504,6,1,5
505,5,2,3
506,6,1,5
507,6,1,5
508,6,1,5
509,5,2,3
510,5,2,3
511,6,1,5
512,6,1,5
513,6,1,5
514,6,1,5
515,6,1,5
516,6,1,5
517,6,1,5
518,6,1,5
519,6,1,5
520,6,1,5
521,7,1,6
522,6,1,5
523,6,1,5
524,6,1,5
525,6,1,5
526,6,1,5
527,6,1,5
528,6,1,5
529,8,3,5
530,8,3,5
531,8,3,5
532,8,3,5
533,8,3,5
534,7,2,5
535,7,3,4
536,6,2,4
537,7,2,5
538,8,3,5
539,7,3,4
540,7,3,4
541,8,3,5
542,8,3,5
543,8,3,5
544,8,3,5
545,8,3,5
546,7,2,5
547,8,3,5
548,8,3,5
549,8,3,5
550,8,3,5
551,8,3,5
552,7,2,5
553,7,2,5
554,8,3,5
555,8,3,5
556,8,3,5
557,9,2,7
558,8,3,5
559,8,3,5
560,8,3,5
561,8,3,5
562,8,3,5
563,7,2,5
564,7,2,5
565,6,1,5
566,6,1,5
567,6,1,5
568,6,1,5
569,6,1,5
570,7,1,6
571,6,1,5
572,6,1,5
573,6,1,5
574,5,1,4
575,5,1,4
576,5,1,4
577,6,1,5
578,6,1,5
579,6,1,5
580,6,1,5
581,5,1,4
582,5,1,4
583,5,1,4
